380	244
404	206
417	209
400	217
285	275
252	277
236	268
233	288
381	182
411	179
233	270
251	254
292	146
292	151
398	234
420	216
269	286
269	303
253	315
439	221
379	219
456	224
311	277
298	270
301	293
455	241
472	206
462	202
484	207
681	218
349	225
283	250
410	210
420	197
284	270
266	262
406	202
431	194
608	180
350	230
418	199
441	180
454	182
456	182
297	236
281	245
534	212
701	230
350	155
484	224
477	182
488	188
300	269
294	286
277	294
302	302
343	286
358	272
421	269
430	258
277	312
254	316
263	336
260	351
261	371
274	371
324	274
224	268
214	288
213	308
387	204
401	198
636	203
678	193
378	179
314	276
307	259
302	293
310	284
315	271
292	279
286	299
313	291
293	306
402	213
270	252
477	188
281	262
277	288
293	288
267	299
281	311
462	196
455	226
711	179
456	139
355	204
442	184
455	173
468	176
460	194
313	226
286	225
291	243
281	257
352	323
279	342
435	289
447	257
271	355
440	270
453	273
420	276
423	182
297	229
290	267
288	286
287	301
282	325
296	323
315	318
448	210
456	189
466	189
318	252
258	249
252	281
329	150
425	156
443	158
270	225
252	248
578	199
387	224
275	247
286	272
269	277
446	204
446	185
543	194
455	208
538	361
442	396
361	361
327	210
430	208
274	273
253	292
261	321
259	300
257	120
446	174
492	188
660	195
357	209
445	204
439	204
455	190
284	263
291	269
207	161
403	140
460	190
457	207
459	197
467	211
447	251
294	286
270	263
325	200
319	286
145	336
198	336
207	297
208	313
200	332
207	352
386	234
677	256
416	171
279	230
444	146
474	154
471	187
324	244
308	226
