218	160
173	217
226	156
255	149
388	239
243	264
316	203
196	198
231	96
187	118
159	153
140	155
44	193
6	206
277	182
222	191
255	176
256	152
266	155
230	163
253	155
75	200
124	194
186	180
305	163
448	231
185	100
224	140
354	159
433	185
390	260
284	247
193	165
140	217
266	220
79	203
251	189
216	141
250	126
174	198
173	198
163	247
100	247
61	259
256	234
381	230
404	191
279	145
256	135
227	129
258	113
149	227
75	243
246	105
200	139
290	258
161	155
71	130
258	218
263	202
70	213
62	273
57	265
344	259
471	253
444	261
415	199
283	168
214	125
225	138
244	143
250	120
426	177
471	200
486	250
448	258
74	182
7	210
267	89
267	78
196	257
93	267
318	112
219	130
312	103
316	114
312	143
227	137
135	142
135	141
384	166
263	131
246	245
325	141
258	141
154	143
116	227
242	286
257	150
278	133
301	118
146	123
90	132
225	220
259	212
162	211
273	185
276	177
177	206
268	178
279	179
399	223
213	94
269	110
279	129
200	129
186	135
274	128
282	128
205	148
173	234
18	260
262	277
232	283
456	278
415	273
119	195
229	111
115	96
259	94
336	110
379	192
168	215
108	163
64	95
287	104
269	98
211	241
218	246
275	238
417	193
455	199
300	270
213	122
257	120
140	139
114	162
52	170
120	180
294	175
280	245
278	290
384	213
469	208
248	130
298	219
456	202
452	205
453	204
164	204
114	126
114	125
200	100
295	270
266	197
137	232
150	213
205	102
208	178
378	267
453	287
445	214
92	262
49	251
