156	231
162	288
180	341
178	204
228	283
346	253
219	58
216	74
210	318
214	322
225	243
224	244
228	222
135	201
189	262
217	359
220	387
367	313
64	454
76	485
53	403
64	373
190	198
231	206
270	214
201	263
242	327
257	285
165	276
153	221
212	103
168	184
201	224
220	244
198	178
189	127
174	217
198	240
169	208
148	258
224	340
256	358
292	398
87	406
192	202
186	209
241	228
187	387
275	377
159	363
235	192
270	60
255	388
206	260
209	324
157	379
208	420
221	176
223	118
155	299
177	339
186	364
195	61
254	102
120	160
49	274
32	398
12	385
146	371
174	365
277	366
286	361
286	354
291	380
81	441
213	123
215	128
219	238
200	349
262	357
259	362
254	355
251	357
266	203
216	330
308	371
278	115
215	134
144	200
210	212
252	137
220	427
244	432
201	376
187	157
182	341
134	400
361	237
260	229
256	366
232	367
223	214
232	77
217	93
108	416
126	341
226	198
175	202
110	220
169	216
209	329
146	183
226	228
213	133
197	138
220	341
215	392
235	383
72	419
158	276
205	190
201	110
236	63
155	78
120	200
202	258
202	351
188	390
154	343
228	224
270	357
270	362
254	108
203	254
114	381
268	353
107	424
276	366
272	357
254	260
232	353
254	358
105	389
80	392
179	343
323	302
160	397
177	394
30	438
128	152
170	82
290	186
241	325
82	381
95	404
87	332
81	344
272	317
242	318
366	215
