370	47
452	238
503	337
713	345
913	338
991	284
1015	284
544	289
507	322
267	350
371	232
599	282
552	271
507	269
503	249
535	261
424	218
1102	118
512	223
29	329
80	309
156	289
248	283
653	404
528	398
543	387
1057	364
640	255
609	276
573	306
594	317
341	291
597	322
770	221
1027	218
587	307
611	233
507	254
532	275
537	306
562	332
552	296
583	295
1005	200
1037	172
930	255
904	301
700	307
538	213
570	254
602	282
594	310
498	398
110	215
1070	171
605	305
796	308
722	399
602	324
92	261
616	337
467	333
578	345
153	338
166	384
674	397
975	377
1100	268
948	317
578	307
530	312
446	298
92	316
332	273
861	286
979	301
1003	303
1069	193
1011	130
666	247
519	310
543	306
620	336
395	315
572	301
521	171
543	235
596	310
554	285
331	317
132	426
488	185
486	194
478	208
525	368
564	421
345	418
196	413
185	428
575	429
592	457
1028	468
955	446
806	217
585	281
580	325
622	316
597	333
604	369
522	245
508	279
877	363
490	312
528	289
418	143
513	185
231	194
484	244
541	197
500	177
484	162
560	141
493	215
583	303
585	273
469	259
494	256
657	197
469	268
182	262
400	261
684	237
1018	234
1036	373
538	343
68	351
582	350
607	220
527	349
193	354
1074	254
604	314
615	315
605	400
603	402
496	203
494	414
539	314
712	341
584	344
545	310
489	284
134	297
193	294
590	281
490	288
449	381
133	349
899	342
546	371
506	489
783	529
148	547
719	373
635	264
594	241
378	360
832	329
582	220
591	278
594	308
