251	221
158	223
265	238
152	222
180	120
213	175
114	109
152	120
209	140
228	165
237	193
138	172
75	151
202	190
193	119
222	162
306	150
303	194
237	212
115	145
186	127
111	113
25	39
202	128
231	154
291	144
316	141
245	146
193	143
208	121
183	132
285	161
289	161
324	117
196	123
158	120
201	130
134	119
227	142
222	179
223	184
140	76
262	105
347	158
370	181
237	131
214	109
165	115
279	142
231	153
172	181
289	212
378	219
348	77
122	47
201	140
222	201
205	200
284	178
352	225
202	222
88	171
65	132
27	200
237	211
194	113
226	142
303	141
344	174
258	216
210	130
61	29
18	4
105	89
202	148
270	212
189	111
247	144
284	186
255	187
224	149
157	120
130	109
248	109
296	104
62	230
158	137
193	151
257	251
250	255
244	255
191	162
192	149
247	87
223	111
271	144
292	200
275	203
246	127
223	110
147	65
186	119
267	175
221	202
159	164
235	205
282	200
367	191
302	124
69	83
11	35
176	111
189	106
112	96
260	107
115	94
29	42
201	97
274	106
247	146
231	190
244	207
187	222
162	119
261	127
263	135
238	162
185	117
155	133
101	129
94	87
45	56
138	99
164	121
201	136
270	130
334	125
315	151
232	203
332	202
169	134
144	140
215	216
204	210
201	221
217	225
97	118
249	137
180	155
278	200
135	122
96	88
142	117
253	140
323	122
186	133
171	173
327	194
114	262
199	227
217	80
252	112
241	166
253	175
119	99
248	79
305	108
269	93
229	112
