426	162
295	234
132	240
98	239
310	184
488	194
279	168
379	164
334	148
247	177
126	216
125	215
381	188
112	250
116	247
384	189
324	175
145	229
355	169
403	142
443	129
471	114
342	131
149	162
97	224
119	241
541	185
334	152
208	127
106	227
383	162
274	178
222	194
171	211
163	192
359	190
477	176
408	144
143	190
178	91
77	86
553	150
685	251
469	115
407	108
379	149
233	171
166	206
296	134
404	107
509	123
149	98
707	276
277	101
230	84
159	213
426	159
369	209
95	277
140	283
153	303
239	254
308	197
313	170
297	164
634	178
180	277
428	86
242	165
386	166
469	151
366	246
515	120
496	94
542	103
604	97
204	136
223	128
330	119
304	134
213	166
435	107
313	269
298	255
296	243
429	160
342	208
200	190
213	194
187	204
183	209
345	227
397	242
198	225
180	221
283	242
176	214
352	294
148	295
125	330
197	196
263	195
246	219
669	364
471	293
413	295
456	306
479	85
322	141
192	191
163	242
246	227
358	136
176	229
76	207
59	201
343	281
414	117
76	111
590	332
330	85
110	121
41	152
212	112
356	78
573	165
256	117
541	100
372	134
187	199
212	132
285	106
358	93
633	131
586	214
577	258
538	291
353	126
160	141
85	223
109	239
93	190
173	151
68	176
118	120
325	107
574	133
738	170
207	206
710	269
336	120
220	217
94	249
236	232
297	247
347	258
99	243
160	192
257	211
219	227
129	234
158	178
322	206
62	262
93	195
214	160
315	141
474	160
730	122
728	124
438	273
247	273
484	333
4	295
425	151
283	168
179	177
362	177
350	186
336	182
314	182
357	158
