337	243
405	326
480	297
504	283
218	281
375	209
463	254
308	260
402	228
251	228
320	212
335	241
449	305
544	275
545	256
152	273
162	253
159	246
152	237
345	237
451	267
564	285
60	301
442	344
554	271
644	261
372	234
424	252
558	290
301	249
330	201
206	212
126	246
577	184
610	200
278	208
397	246
422	276
505	280
535	264
629	257
439	140
246	171
50	253
3	297
306	186
501	240
561	280
456	321
556	311
557	271
670	299
292	236
51	238
434	235
502	313
631	318
594	287
613	291
102	264
299	280
478	270
609	325
420	365
41	293
301	247
432	297
98	240
14	267
456	153
630	167
647	288
514	296
309	272
440	306
403	311
466	336
473	313
572	277
552	129
439	128
559	136
617	135
590	276
574	257
470	318
397	299
568	274
567	272
451	326
41	245
44	253
446	305
676	198
420	330
351	202
534	249
595	241
75	264
131	400
110	361
74	360
452	309
514	280
403	222
377	296
577	356
579	331
566	323
557	327
558	336
555	330
454	381
450	398
336	208
369	215
493	314
457	325
473	312
460	311
469	311
465	329
277	166
467	314
141	221
531	227
523	224
406	318
52	298
474	299
285	324
249	167
365	205
549	230
584	252
344	279
234	192
508	164
395	243
492	227
594	257
565	291
660	308
556	308
435	338
97	348
91	397
182	253
334	272
295	280
566	217
675	113
411	143
495	204
580	289
563	280
382	223
555	274
657	220
382	197
83	243
36	246
457	249
452	258
327	246
506	308
425	370
519	321
78	416
81	360
263	288
528	255
640	332
312	297
553	251
568	266
455	294
351	250
128	280
53	383
598	284
298	218
468	325
569	316
33	386
539	451
643	326
657	151
356	172
503	287
451	310
51	292
47	368
87	355
501	191
615	264
607	460
577	412
