225	160
223	156
227	162
239	214
244	220
213	89
198	93
215	95
218	95
127	243
126	248
258	217
256	225
258	213
189	114
222	121
271	239
395	278
457	279
112	282
235	35
243	19
235	18
323	148
329	163
351	213
375	268
353	261
419	246
288	177
246	159
240	130
227	130
224	100
219	34
224	74
277	147
288	157
258	138
170	211
127	248
245	120
227	5
319	222
343	229
393	239
415	247
439	252
223	239
271	130
226	217
128	277
368	283
252	29
254	0
360	197
440	284
177	264
134	258
201	141
212	141
299	267
321	287
381	261
402	263
286	229
207	219
197	253
231	201
212	112
194	15
184	1
192	160
306	272
354	276
373	282
402	254
81	257
12	274
260	139
269	84
301	153
303	143
300	130
300	122
55	287
263	113
271	208
244	112
277	163
277	170
226	181
353	263
316	252
236	200
313	205
232	192
311	232
291	265
149	276
262	213
333	136
298	53
248	59
246	80
245	91
323	168
274	190
270	105
208	216
77	240
251	89
408	247
215	60
228	119
203	86
206	176
295	182
378	219
229	171
255	136
236	132
237	48
343	210
336	240
351	279
114	282
115	280
243	248
353	240
424	294
233	170
223	71
225	49
223	27
228	122
232	163
220	246
175	256
332	271
328	217
221	173
222	179
316	180
248	81
322	168
350	233
402	241
193	222
127	247
236	150
246	152
242	200
337	243
435	289
431	277
426	269
176	277
92	283
83	298
275	184
192	158
230	229
305	273
300	310
376	313
427	292
443	266
88	297
11	313
171	118
274	52
251	114
347	203
394	227
114	227
310	144
322	139
284	91
233	83
