1880	1394
1487	2236
2063	2547
2148	2817
2194	2906
1869	1807
2078	1722
2969	1959
1797	1369
2338	2255
2233	1091
828	607
598	349
539	344
1989	829
2193	572
1954	1215
2113	969
2170	899
1560	1176
525	527
436	517
628	621
745	657
1448	2450
2104	1227
520	758
664	479
553	465
2201	968
3288	1251
2189	2211
3417	1698
2176	1712
1567	1350
1646	960
1615	1095
1155	1450
839	1374
688	562
473	997
452	106
2754	861
3814	983
3495	2721
3905	2765
2261	1795
2539	1379
2066	1296
2007	1026
1901	1025
1826	1079
2461	714
2553	670
2761	2648
1785	1558
1976	1320
1996	2001
2070	2657
169	2603
184	1967
432	1137
520	622
1945	1472
2041	852
763	932
2125	772
857	1296
464	317
451	350
36	1478
3197	1544
3295	1347
1825	1386
2371	369
1837	920
1754	838
1651	900
1543	913
1580	943
2370	542
2284	974
2325	599
2002	1846
427	382
710	205
586	206
580	187
3848	1279
3820	1277
1810	1414
839	636
2645	2125
1290	1437
1870	1552
1648	1427
1680	1443
2619	2913
2743	2907
1646	2924
2368	1358
2183	1324
2255	782
2371	667
1708	950
1662	1018
2327	706
1951	1381
2067	1319
1738	1135
3264	1437
1907	1396
2048	1076
618	406
549	242
1271	1604
413	1092
1352	1964
2393	1863
1854	1818
1799	1594
1580	1628
2005	1164
1775	2155
553	1986
1013	1462
2834	1607
2892	2353
1989	1389
935	924
918	907
718	283
726	247
707	1672
2297	2542
2237	2721
3498	2824
3740	2663
1842	1394
2124	1657
1518	2539
1290	2910
1451	1376
2024	1187
1689	1254
1441	1394
1551	1377
1780	1537
1984	1571
1956	1268
1624	1002
2235	2804
2143	2746
2159	2643
3457	2696
3676	2636
3977	2784
3972	2676
1468	976
2240	1746
374	234
425	93
143	1589
2137	2102
2314	3003
2615	1002
2249	1743
3049	1185
3758	1975
2236	1107
1594	889
1836	758
1790	831
