1735	1085
1865	1315
1870	1307
2185	1364
2210	1429
1509	1587
1699	1111
1398	1102
1854	993
1763	934
2494	1562
2119	1121
2056	1054
1948	932
1742	1054
1633	943
1672	838
1623	758
1737	794
1796	766
2258	1288
1453	610
1332	940
2337	1192
1984	796
1835	758
1568	1028
1227	1025
865	999
1861	1050
2058	1095
2492	1242
1610	1101
2121	1178
1655	785
1660	795
1529	1016
1342	1159
721	1411
502	1485
1485	1013
1717	708
1733	705
1612	1009
1753	785
1948	777
2247	948
1869	861
1219	877
1709	1194
1697	949
1538	1035
1869	653
1959	612
1750	766
1671	809
1579	852
1479	914
1409	990
1705	1455
1658	1377
1320	1727
959	1881
847	1661
677	1614
1580	1123
1827	1000
2904	1377
1983	1217
1652	876
1377	653
878	1032
652	1215
134	1471
16	1512
175	1548
2652	849
2650	871
2802	1216
2274	1086
1590	925
2025	928
2605	847
2071	950
1620	1037
670	772
1221	997
1373	1188
1366	1556
1900	1599
2592	1332
2752	1122
1677	1549
2682	936
2650	863
2293	1175
2089	1226
1664	1129
2034	2046
1785	1376
1291	1044
2202	1149
1664	718
2757	1260
1752	1580
2583	588
1189	1081
1304	612
1264	630
1752	921
1932	933
2107	912
1954	835
2249	973
2732	782
2224	1306
977	984
1571	833
1626	740
2243	1342
2552	1386
2821	1173
1453	914
1272	1046
877	1393
1872	1117
368	1611
1492	1523
1357	1090
1653	1005
1511	1105
1749	1094
1761	1048
1657	1130
1739	1097
1596	969
1443	857
1545	825
1465	740
1497	653
1460	746
1982	762
1901	799
1750	860
1509	894
1417	833
1477	1380
1571	1412
1628	768
1751	1064
2370	1174
2043	512
1603	634
1604	1031
1536	1113
1573	1341
924	1439
